	Well	Fluor	Target	Content	Sample	Biological Set Name	Cq	Cq Mean	Cq Std. Dev	Starting Quantity (SQ)	Log Starting Quantity	SQ Mean	SQ Std. Dev	Set Point	Well Note
	D02	FAM		Std	salalp_std3		33.3771389182119	33.3771389182119	0	0.0016	-2.79588001734408	0.0016	0	63.5	
	D03	FAM		Std	salalp_std3		33.6047586218492	33.6047586218492	0	0.0016	-2.79588001734408	0.0016	0	63.5	
	D04	FAM		Unkn	578		NaN	0	0	NaN	NaN	0	0	63.5	
	D05	FAM		Unkn	578		NaN	0	0	NaN	NaN	0	0	63.5	
	D06	FAM		Unkn	578		NaN	0	0	NaN	NaN	0	0	63.5	
	D07	FAM		Unkn	578		NaN	0	0	NaN	NaN	0	0	63.5	
	D08	FAM		Unkn	578		40.1372250040003	40.1372250040003	0	1.74691626472912E-05	-4.7577279116385	1.74691626472912E-05	0	63.5	
	D09	FAM		Unkn	578		NaN	0	0	NaN	NaN	0	0	63.5	
	D10	FAM		Unkn	591		34.1786981018587	34.1786981018587	0	0.00108509144628726	-2.96453366002336	0.00108509144628726	0	63.5	
	D11	FAM		Unkn	591		34.7715237295204	34.7715237295204	0	0.000719544895941436	-3.14294210311539	0.000719544895941436	0	63.5	
	D12	FAM		Unkn	591		34.3646163646906	34.3646163646906	0	0.000953926691311394	-3.0204849992815	0.000953926691311394	0	63.5	
	E01	FAM		Std	salalp_std4		36.3275978456811	36.3275978456811	0	0.00016	-3.79588001734408	0.00016	0	63.5	
	E02	FAM		Std	salalp_std4		36.5287154529926	36.5287154529926	0	0.00016	-3.79588001734408	0.00016	0	63.5	
	E03	FAM		Std	salalp_std4		37.0441560308245	37.0441560308245	0	0.00016	-3.79588001734408	0.00016	0	63.5	
	E04	FAM		Neg Ctrl	585		NaN	0	0	NaN	NaN	0	0	63.5	
	E05	FAM		Neg Ctrl	585		NaN	0	0	NaN	NaN	0	0	63.5	
	E06	FAM		Neg Ctrl	585		NaN	0	0	NaN	NaN	0	0	63.5	
	E07	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	63.5	
	E08	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	63.5	
	E09	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	63.5	
	E10	FAM		Neg Ctrl	595		39.1057003333487	39.1057003333487	0	3.5703041156062E-05	-4.4472947894608	3.5703041156062E-05	0	63.5	
	E11	FAM		Neg Ctrl	595		38.1136713590087	38.1136713590087	0	7.0999005382326E-05	-4.14874773522449	7.0999005382326E-05	0	63.5	
	E12	FAM		Neg Ctrl	595		39.0885760055017	39.0885760055017	0	3.61292300839119E-05	-4.44214129317516	3.61292300839119E-05	0	63.5	
	F02	FAM		Std	salalp_std5		NaN	0	0	1.6E-05	-4.79588001734408	0	0	63.5	
	F03	FAM		Std	salalp_std5		NaN	0	0	1.6E-05	-4.79588001734408	0	0	63.5	
	F04	FAM		Unkn	581		36.038806599427	36.038806599427	0	0.000299002149774658	-3.5243256891608	0.000299002149774658	0	63.5	
	F05	FAM		Unkn	581		36.708284010007	36.708284010007	0	0.000188017306952384	-3.72580217218329	0.000188017306952384	0	63.5	
	F06	FAM		Unkn	581		35.5179463929084	35.5179463929084	0	0.000428968157367056	-3.36757494462888	0.000428968157367056	0	63.5	
	F07	FAM		Unkn	581		37.0745815902847	37.0745815902847	0	0.000145868686473873	-3.83603792778562	0.000145868686473873	0	63.5	
	F08	FAM		Unkn	581		36.9996717920537	36.9996717920537	0	0.000153640555595178	-3.81349413100775	0.000153640555595178	0	63.5	
	F09	FAM		Unkn	581		35.6199485945102	35.6199485945102	0	0.000399694259464887	-3.39827208916953	0.000399694259464887	0	63.5	
	G01	FAM		Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	63.5	
	G02	FAM		Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	63.5	
	G03	FAM		Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	63.5	
	G04	FAM		Unkn	584		36.5986555963578	36.5986555963578	0	0.000202857023864548	-3.69280995038113	0.000202857023864548	0	63.5	
	G05	FAM		Unkn	584		38.608776153522	38.608776153522	0	5.03793437418745E-05	-4.29774749406575	5.03793437418745E-05	0	63.5	
	G06	FAM		Unkn	584		38.928613236401	38.928613236401	0	4.03644320982617E-05	-4.39400115338312	4.03644320982617E-05	0	63.5	
	G07	FAM		Unkn	584		40.4646769977251	40.4646769977251	0	1.39228053940832E-05	-4.85627324716702	1.39228053940832E-05	0	63.5	
	G08	FAM		Unkn	584		37.6573401852932	37.6573401852932	0	9.7405450957991E-05	-4.01141673865798	9.7405450957991E-05	0	63.5	
	G09	FAM		Unkn	584		37.7529502145578	37.7529502145578	0	9.1161154133412E-05	-4.04019018513055	9.1161154133412E-05	0	63.5	
	H01	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	63.5	
	H02	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	63.5	
	H03	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	63.5	
	H04	FAM		Unkn	588		24.0865977323353	24.0865977323353	0	1.18206834166386	0.0726425861471762	1.18206834166386	0	63.5	
	H05	FAM		Unkn	588		24.0262645290729	24.0262645290729	0	1.23253600956123	0.090799616407916	1.23253600956123	0	63.5	
	H06	FAM		Unkn	588		24.1214674044624	24.1214674044624	0	1.15384826463657	0.0621487012254645	1.15384826463657	0	63.5	
	H07	FAM		Unkn	588		24.0284077084997	24.0284077084997	0	1.23070689957989	0.0901546353427159	1.23070689957989	0	63.5	
	H08	FAM		Unkn	588		24.1374674714213	24.1374674714213	0	1.14112585805081	0.0573335466465976	1.14112585805081	0	63.5	
	H09	FAM		Unkn	588		24.1394478408621	24.1394478408621	0	1.13956096044178	0.0567375625794355	1.13956096044178	0	63.5	
