	Well	Fluor	Target	Content	Sample	Biological Set Name	Cq	Cq Mean	Cq Std. Dev	Starting Quantity (SQ)	Log Starting Quantity	SQ Mean	SQ Std. Dev	Set Point	Well Note
	C07	FAM		Unkn	574		36.4885165826553	36.4885165826553	0	0.000263065102331406	-3.57993676069472	0.000263065102331406	0	63.5	
	C08	FAM		Unkn	574		36.6372301884864	36.6372301884864	0	0.000237262559083781	-3.6247707896639	0.000237262559083781	0	63.5	
	C09	FAM		Unkn	574		38.6891523079285	38.6891523079285	0	5.70975908875023E-05	-4.24338221550785	5.70975908875023E-05	0	63.5	
	D01	FAM		Std	salalp_std3		33.6956878491343	33.6956878491343	0	0.0016	-2.79588001734408	0.0016	0	63.5	
	D02	FAM		Std	salalp_std3		33.5810132047148	33.5810132047148	0	0.0016	-2.79588001734408	0.0016	0	63.5	
	D03	FAM		Std	salalp_std3		33.6703048756761	33.6703048756761	0	0.0016	-2.79588001734408	0.0016	0	63.5	
	D04	FAM		Unkn	576		36.4954880749824	36.4954880749824	0	0.000261795080196152	-3.58203851922048	0.000261795080196152	0	63.5	
	D05	FAM		Unkn	576		36.1856562312241	36.1856562312241	0	0.000324615516261441	-3.48863072521936	0.000324615516261441	0	63.5	
	D06	FAM		Unkn	576		NaN	0	0	NaN	NaN	0	0	63.5	
	D07	FAM		Unkn	577		38.7009090640851	38.7009090640851	0	5.66334957205305E-05	-4.24692663058112	5.66334957205305E-05	0	63.5	
	D08	FAM		Unkn	577		38.5705604708447	38.5705604708447	0	6.19970082856383E-05	-4.20762926721767	6.19970082856383E-05	0	63.5	
	D09	FAM		Unkn	577		38.2247819950126	38.2247819950126	0	7.88162343400651E-05	-4.10338431857468	7.88162343400651E-05	0	63.5	
	E03	FAM		Std	salalp_std4		37.5654307280992	37.5654307280992	0	0.00016	-3.79588001734408	0.00016	0	63.5	
	E04	FAM		Neg Ctrl	585		NaN	0	0	NaN	NaN	0	0	63.5	
	E05	FAM		Neg Ctrl	585		NaN	0	0	NaN	NaN	0	0	63.5	
	E06	FAM		Neg Ctrl	595		NaN	0	0	NaN	NaN	0	0	63.5	
	E07	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	63.5	
	E08	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	63.5	
	E09	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	63.5	
	F02	FAM		Std	salalp_std5		NaN	0	0	1.6E-05	-4.79588001734408	0	0	63.5	
	F04	FAM		Unkn	579		33.591083589454	33.591083589454	0	0.00196597701809469	-2.70642156329585	0.00196597701809469	0	63.5	
	F05	FAM		Unkn	579		33.1838155084258	33.1838155084258	0	0.00260832203293412	-2.58363879005197	0.00260832203293412	0	63.5	
	F06	FAM		Unkn	579		33.789328035269	33.789328035269	0	0.00171321512427099	-2.76618810030486	0.00171321512427099	0	63.5	
	F07	FAM		Unkn	580		NaN	0	0	NaN	NaN	0	0	63.5	
	F08	FAM		Unkn	580		35.1069548008693	35.1069548008693	0	0.000686396565575615	-3.16342489817114	0.000686396565575615	0	63.5	
	F09	FAM		Unkn	580		35.418228818041	35.418228818041	0	0.000553009411929258	-3.2572674771688	0.000553009411929258	0	63.5	
	G01	FAM		Std	salalp_std6		NaN	0	0	1.6E-06	-5.79588001734408	0	0	63.5	
	G02	FAM		Std	salalp_std6		NaN	0	0	1.6E-06	-5.79588001734408	0	0	63.5	
	G03	FAM		Std	salalp_std6		NaN	0	0	1.6E-06	-5.79588001734408	0	0	63.5	
	G04	FAM		Unkn	582		36.0663845395546	36.0663845395546	0	0.00035263643712718	-3.45267281504949	0.00035263643712718	0	63.5	
	G05	FAM		Unkn	582		38.1842360639717	38.1842360639717	0	8.10661276295292E-05	-4.09116057188582	8.10661276295292E-05	0	63.5	
	G06	FAM		Unkn	582		39.5403555116044	39.5403555116044	0	3.16226233293271E-05	-4.50000210498594	3.16226233293271E-05	0	63.5	
	G07	FAM		Unkn	583		38.7060603883008	38.7060603883008	0	5.64313387456546E-05	-4.24847964664731	5.64313387456546E-05	0	63.5	
	G08	FAM		Unkn	583		NaN	0	0	NaN	NaN	0	0	63.5	
	G09	FAM		Unkn	583		38.8489710565237	38.8489710565237	0	5.11017517913521E-05	-4.29156421179724	5.11017517913521E-05	0	63.5	
	H01	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	63.5	
	H02	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	63.5	
	H03	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	63.5	
	H04	FAM		Unkn	592		38.8429298802858	38.8429298802858	0	5.13165056661853E-05	-4.28974292403446	5.13165056661853E-05	0	63.5	
	H05	FAM		Unkn	592		NaN	0	0	NaN	NaN	0	0	63.5	
	H06	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	63.5	
	H07	FAM		Unkn	593		NaN	0	0	NaN	NaN	0	0	63.5	
	H08	FAM		Unkn	593		38.8334007572873	38.8334007572873	0	5.16570863150094E-05	-4.28687009357501	5.16570863150094E-05	0	63.5	
	H09	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	63.5	
