	Well	Fluor	Target	Content	Sample	Biological Set Name	Cq	Cq Mean	Cq Std. Dev	Starting Quantity (SQ)	Log Starting Quantity	SQ Mean	SQ Std. Dev	Set Point	Well Note
	C08	FAM		Unkn	574		37.243560194381	37.243560194381	0	3.95426749532438E-05	-4.40293395520093	3.95426749532438E-05	0	63.5	
	C09	FAM		Unkn	574		NaN	0	0	NaN	NaN	0	0	63.5	
	C10	FAM		Unkn	592		37.8891283927306	37.8891283927306	0	2.52796493770175E-05	-4.59722895391349	2.52796493770175E-05	0	63.5	
	C11	FAM		Unkn	592		NaN	0	0	NaN	NaN	0	0	63.5	
	C12	FAM		Unkn	592		NaN	0	0	NaN	NaN	0	0	63.5	
	D01	FAM		Std	salalp_std3		32.2701743044205	32.2701743044205	0	0.0016	-2.79588001734408	0.0016	0	63.5	
	D02	FAM		Std	salalp_std3		31.8148380911193	31.8148380911193	0	0.0016	-2.79588001734408	0.0016	0	63.5	
	D04	FAM		Unkn	576		37.4108487913538	37.4108487913538	0	3.52141837786347E-05	-4.45328237356565	3.52141837786347E-05	0	63.5	
	D05	FAM		Unkn	576		37.3673147771422	37.3673147771422	0	3.62927558080099E-05	-4.44018005338194	3.62927558080099E-05	0	63.5	
	D06	FAM		Unkn	576		34.3945973770212	34.3945973770212	0	0.000284781025505299	-3.54548895040339	0.000284781025505299	0	63.5	
	D07	FAM		Unkn	577		NaN	0	0	NaN	NaN	0	0	63.5	
	D08	FAM		Unkn	577		35.0742966639324	35.0742966639324	0	0.000177804891734651	-3.75005629497356	0.000177804891734651	0	63.5	
	D09	FAM		Unkn	577		34.7265837055321	34.7265837055321	0	0.000226252808558995	-3.6454060210328	0.000226252808558995	0	63.5	
	D10	FAM		Unkn	593		NaN	0	0	NaN	NaN	0	0	63.5	
	D11	FAM		Unkn	593		37.2557262584458	37.2557262584458	0	3.92106873875895E-05	-4.40659554418231	3.92106873875895E-05	0	63.5	
	D12	FAM		Unkn	593		37.0400102944743	37.0400102944743	0	4.55331749694484E-05	-4.34167206584298	4.55331749694484E-05	0	63.5	
	E03	FAM		Std	salalp_std4		34.9077844581745	34.9077844581745	0	0.00016	-3.79588001734408	0.00016	0	63.5	
	E04	FAM		Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	63.5	
	E05	FAM		Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	63.5	
	E06	FAM		Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	63.5	
	E07	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	63.5	
	E08	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	63.5	
	E09	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	63.5	
	F02	FAM		Std	salalp_std5		NaN	0	0	1.6E-05	-4.79588001734408	0	0	63.5	
	F04	FAM		Unkn	579		31.5879076756832	31.5879076756832	0	0.00199174265138078	-2.7007667765074	0.00199174265138078	0	63.5	
	F05	FAM		Unkn	579		31.7506024021393	31.7506024021393	0	0.00177937469689133	-2.74973258948912	0.00177937469689133	0	63.5	
	F06	FAM		Unkn	579		32.5533883354333	32.5533883354333	0	0.00102012876765386	-2.99134500514801	0.00102012876765386	0	63.5	
	F07	FAM		Unkn	580		35.6296434205571	35.6296434205571	0	0.000121004750733465	-3.9171975786354	0.000121004750733465	0	63.5	
	F08	FAM		Unkn	580		34.1481521004453	34.1481521004453	0	0.000337818205058826	-3.47131694995876	0.000337818205058826	0	63.5	
	F09	FAM		Unkn	580		37.3485512250712	37.3485512250712	0	3.67677593567117E-05	-4.43453283541985	3.67677593567117E-05	0	63.5	
	G04	FAM		Unkn	582		35.4761629422253	35.4761629422253	0	0.000134584500131502	-3.87100495419059	0.000134584500131502	0	63.5	
	G05	FAM		Unkn	582		NaN	0	0	NaN	NaN	0	0	63.5	
	G06	FAM		Unkn	582		35.4054934154802	35.4054934154802	0	0.000141339734553718	-3.84973572865709	0.000141339734553718	0	63.5	
	G07	FAM		Unkn	583		NaN	0	0	NaN	NaN	0	0	63.5	
	G08	FAM		Unkn	583		NaN	0	0	NaN	NaN	0	0	63.5	
	G09	FAM		Unkn	583		36.7390171263261	36.7390171263261	0	5.6094085625701E-05	-4.25108292689943	5.6094085625701E-05	0	63.5	
	H01	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	63.5	
	H02	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	63.5	
	H03	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	63.5	
	H04	FAM		Unkn	586		21.0296423242616	21.0296423242616	0	2.99865957671285	0.476927165210408	2.99865957671285	0	63.5	
	H05	FAM		Unkn	586		21.4241264412413	21.4241264412413	0	2.28139400550724	0.358200296079246	2.28139400550724	0	63.5	
	H06	FAM		Unkn	586		21.3126496942011	21.3126496942011	0	2.46462679446265	0.391751165651215	2.46462679446265	0	63.5	
	H07	FAM		Unkn	587		24.9373069895048	24.9373069895048	0	0.199915925013953	-0.699152609232501	0.199915925013953	0	63.5	
	H08	FAM		Unkn	587		24.8906562272331	24.8906562272331	0	0.206484639875628	-0.685112249408872	0.206484639875628	0	63.5	
	H09	FAM		Unkn	587		25.026628127221	25.026628127221	0	0.187916380106643	-0.726035362103438	0.187916380106643	0	63.5	
