	Well	Fluor	Target	Content	Sample	Cq	SQ
	E11	FAM		Unkn	537 (virik)	NaN	NaN
	E12	FAM		Unkn	537 (virik)	NaN	NaN
	F01	FAM		Unkn	oncgor_std6	NaN	NaN
	F02	FAM		Unkn	oncgor_std6	NaN	NaN
	F03	FAM		Unkn	oncgor_std6	NaN	NaN
	F04	FAM		Unkn	571	24.4322264140627	0.898463331026661
	F05	FAM		Unkn	571	24.9686001833552	0.619458695066827
	F06	FAM		Unkn	571	25.2534036293624	0.508470244076129
	F07	FAM		Unkn	571	25.1433233639971	0.548792047184816
	F08	FAM		Unkn	571	25.079949760547	0.573439930090528
	F09	FAM		Unkn	571	25.2470602159642	0.510711194498654
	F10	FAM		Unkn	537 (virik)	NaN	NaN
	F11	FAM		Unkn	537 (virik)	NaN	NaN
	F12	FAM		Unkn	537 (virik)	NaN	NaN
	G04	FAM		Unkn	572	24.5978734169458	0.800992428151418
	G05	FAM		Unkn	572	24.371785334761	0.936909349338558
	G06	FAM		Unkn	572	24.2868972256206	0.993699668299182
	G07	FAM		Unkn	572	24.8190489458098	0.687129017038119
	G08	FAM		Unkn	572	24.2255370167867	1.0368814055804
	G09	FAM		Unkn	572	24.3497484491179	0.951332422284861
	G10	FAM		Unkn	540 (virik)	NaN	NaN
	G11	FAM		Unkn	540 (virik)	NaN	NaN
	G12	FAM		Unkn	540 (virik)	NaN	NaN
	H01	FAM		Neg Ctrl	nc_mm	NaN	NaN
	H02	FAM		Neg Ctrl	nc_mm	NaN	NaN
	H03	FAM		Neg Ctrl	nc_mm	NaN	NaN
	H04	FAM		Unkn	573	22.7009361601455	2.98363860102518
	H05	FAM		Unkn	573	22.3606794891183	3.77736134766892
	H06	FAM		Unkn	573	22.2143344413733	4.18070157838755
	H07	FAM		Unkn	573	22.8952400975968	2.60763272899615
	H08	FAM		Unkn	573	22.8316485486021	2.72516098389111
	H09	FAM		Unkn	573	23.0253487308399	2.38272621721872
	H10	FAM		Unkn	543 (virik)	NaN	NaN
	H11	FAM		Unkn	543 (virik)	NaN	NaN
	H12	FAM		Unkn	543 (virik)	NaN	NaN
