	Data Set	Target	Sample	Control	Relative Quantity	Relative Quantity(lg)	Relative Quantity SD	Corrected Relative Quantity SD	SD RQ(lg)	Relative Quantity SEM	Corrected Relative Quantity SEM	SEM RQ(lg)	Relative Quantity 95% CI Low	Relative Quantity 95% CI High	Unscaled Expression	Unscaled Expression(lg)	Unscaled Expression SD	Corrected Unscaled Expression SD	SD Unscaled Expression(lg)	Unscaled Expression SEM	Corrected Unscaled Expression SEM	SEM Unscaled Expression(lg)	Expression	Expression(lg)	Expression SD	Corrected Expression SD	SD Expression(lg)	Expression SEM	Corrected Expression SEM	SEM Expression(lg)	Expression 95% CI Low	Expression 95% CI High	Wells	Mean Cq	Cq SD	Cq SEM	P-Value
	1-FAM	NA	582		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	583		3.93294051627019E-05	-14.6340321080215	3.70049632370456E-05	3.89679086370624E-05	NaN	1.65491226605829E-05	1.74269785306945E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	36.1710990460281	1.35720726788948	0.606961542111529	NaN
	1-FAM	NA	584		1.69178919265144E-05	-15.8510906634635	0	5.68993619568714E-06	NaN	0	5.68993619568714E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	37.3879587567605	0	0	NaN
	1-FAM	NA	nc_ext		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	nc_mm		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	nc_plt		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	oncgor_std1		1	0	0.075280031673185	0.075280031673185	NaN	0.0434629465511169	0.0434629465511169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	21.5394578664071	0.108588384153443	0.0626935328218569	NaN
	1-FAM	NA	oncgor_std2		0.103659359940216	-3.27007770415483	0.00670344200139492	0.00983186172057178	NaN	0.0038702340440024	0.00567642801100729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	24.8090013007451	0.0932809393463586	0.0538557754418813	NaN
	1-FAM	NA	oncgor_std3		0.00730874530046184	-7.09616052611333	0.000957642543234806	0.00145878647477078	NaN	0.000552895180124053	0.000842230763899093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	28.6344590120017	0.189001034490373	0.109119798140134	NaN
	1-FAM	NA	oncgor_std4		0.00117035602980824	-9.73883681100369	0.000117955753648116	0.000269072226440585	NaN	6.81017861212048E-05	0.000155348922366923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	31.2767035327866	0.14538001531668	0.083935190977877	NaN
	1-FAM	NA	oncgor_std5		6.57975966129026E-05	-13.8916055867981	5.3618463182099E-05	5.70180829065481E-05	NaN	3.09566341517189E-05	3.29194055147719E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	35.4287938234763	1.17546014645797	0.678652231979187	NaN
	1-FAM	NA	oncgor_std6		1.92659770344773E-05	-15.6635851232666	0	6.40301044047428E-06	NaN	0	6.40301044047428E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	37.200483851478	0	0	NaN
	1-FAM	NA	oncgor_std7		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
