	Well	Fluor	Target	Content	Sample	End RFU	Call	Sample Type	CallType	Is Control
	F09	FAM	NA	Unkn	580	1720.51885812348	(+) Positive	Unknown	Positive	False
	F10	FAM	NA	Unkn	547	-2.3806408440194		Unknown	NoCall	False
	F11	FAM	NA	Unkn	547	-0.92935279814792		Unknown	NoCall	False
	F12	FAM	NA	Unkn	547	-2.04607336103672		Unknown	NoCall	False
	G01	FAM	NA	Std	oncgor_std7	-0.134921753040544		Standard	NoCall	False
	G02	FAM	NA	Std	oncgor_std7	-1.08261174556937		Standard	NoCall	False
	G03	FAM	NA	Std	oncgor_std7	-3.88512853477278		Standard	NoCall	False
	G04	FAM	NA	Unkn	581	1281.52481033741	(+) Positive	Unknown	Positive	False
	G05	FAM	NA	Unkn	581	1214.75543924479	(+) Positive	Unknown	Positive	False
	G06	FAM	NA	Unkn	581	1456.54245925937	(+) Positive	Unknown	Positive	False
	G07	FAM	NA	Unkn	581	1671.10752829473	(+) Positive	Unknown	Positive	False
	G08	FAM	NA	Unkn	581	1617.42095492624	(+) Positive	Unknown	Positive	False
	G09	FAM	NA	Unkn	581	1889.78124784482	(+) Positive	Unknown	Positive	False
	G10	FAM	NA	Unkn	548	-2.89080061704408		Unknown	NoCall	False
	G11	FAM	NA	Unkn	548	-0.30163906447724		Unknown	NoCall	False
	G12	FAM	NA	Unkn	548	-0.597527782773159		Unknown	NoCall	False
	H01	FAM	NA	Neg Ctrl	nc_mm	-1.55471552463478		ControlNegative	Negative	True
	H02	FAM	NA	Neg Ctrl	nc_mm	-2.59974082628178		ControlNegative	Negative	True
	H03	FAM	NA	Neg Ctrl	nc_mm	-1.13262153048909		ControlNegative	Negative	True
	H04	FAM	NA	Unkn	582	-3.67636807633426		Unknown	NoCall	False
	H05	FAM	NA	Unkn	582	4.16059789515166		Unknown	NoCall	False
	H06	FAM	NA	Unkn	582	-0.677239789453961		Unknown	NoCall	False
	H07	FAM	NA	Unkn	582	-4.04165212520456		Unknown	NoCall	False
	H08	FAM	NA	Unkn	582	-2.65888055117212		Unknown	NoCall	False
	H09	FAM	NA	Unkn	582	4.06927030420266		Unknown	NoCall	False
	H10	FAM	NA	Unkn	549	-2.67246913983381		Unknown	NoCall	False
	H11	FAM	NA	Unkn	549	-1.90571779551083		Unknown	NoCall	False
	H12	FAM	NA	Unkn	549	-2.35175504033487		Unknown	NoCall	False
