	Well	Fluor	Target	Content	Sample	Biological Set Name	Cq	Cq Mean	Cq Std. Dev	Starting Quantity (SQ)	Log Starting Quantity	SQ Mean	SQ Std. Dev	Set Point	Well Note
	B09	FAM		Unkn	571		30.9938863162439	30.9938863162439	0	0.00401059134298452	-2.39679158796313	0.00401059134298452	0	60	
	B10	FAM		Unkn	590		34.3931430317598	34.3931430317598	0	0.000379283539557542	-3.42103600473841	0.000379283539557542	0	60	
	B11	FAM		Unkn	590		NaN	0	0	NaN	NaN	0	0	60	
	B12	FAM		Unkn	590		NaN	0	0	NaN	NaN	0	0	60	
	C02	FAM		Std	saltru_std3		30.8072719153449	30.8072719153449	0	0.0038	-2.42021640338319	0.0038	0	60	
	C04	FAM		Unkn	573		29.7161878294308	29.7161878294308	0	0.00973188899581108	-2.01180285337682	0.00973188899581108	0	60	
	C05	FAM		Unkn	573		30.5137923569515	30.5137923569515	0	0.00559586918335644	-2.25213244671961	0.00559586918335644	0	60	
	C06	FAM		Unkn	573		30.8088944519077	30.8088944519077	0	0.0045598346351814	-2.34105090696943	0.0045598346351814	0	60	
	C07	FAM		Unkn	574		29.8546091030583	29.8546091030583	0	0.00884074465775546	-2.05351115273199	0.00884074465775546	0	60	
	C08	FAM		Unkn	574		30.9009229056736	30.9009229056736	0	0.00427779147276177	-2.36878038957191	0.00427779147276177	0	60	
	C09	FAM		Unkn	574		29.9598738045553	29.9598738045553	0	0.00821809381821725	-2.08522890511583	0.00821809381821725	0	60	
	C10	FAM		Unkn	592		NaN	0	0	NaN	NaN	0	0	60	
	C11	FAM		Unkn	592		43.9257117820754	43.9257117820754	0	5.08938600044366E-07	-6.29333460915709	5.08938600044366E-07	0	60	
	C12	FAM		Unkn	592		NaN	0	0	NaN	NaN	0	0	60	
	D03	FAM		Std	saltru_std4		NaN	0	0	0.00038	-3.42021640338319	0	0	60	
	D04	FAM		Unkn	576		29.0226981567806	29.0226981567806	0	0.0157454636168443	-1.80284454726796	0.0157454636168443	0	60	
	D05	FAM		Unkn	576		28.783121948652	28.783121948652	0	0.0185927304536356	-1.73065682680312	0.0185927304536356	0	60	
	D06	FAM		Unkn	576		28.8211693204515	28.8211693204515	0	0.0181083532815603	-1.74212104130648	0.0181083532815603	0	60	
	D07	FAM		Unkn	577		31.8345384773181	31.8345384773181	0	0.00223824670680078	-2.65009204582502	0.00223824670680078	0	60	
	D08	FAM		Unkn	577		31.713208130832	31.713208130832	0	0.00243481805758077	-2.61353348600618	0.00243481805758077	0	60	
	D09	FAM		Unkn	577		31.5824139088896	31.5824139088896	0	0.00266610146881253	-2.57412332584985	0.00266610146881253	0	60	
	D10	FAM		Unkn	593		NaN	0	0	NaN	NaN	0	0	60	
	D11	FAM		Unkn	593		NaN	0	0	NaN	NaN	0	0	60	
	D12	FAM		Unkn	593		NaN	0	0	NaN	NaN	0	0	60	
	E01	FAM		Std	saltru_std5		NaN	0	0	3.8E-05	-4.42021640338319	0	0	60	
	E02	FAM		Std	saltru_std5		NaN	0	0	3.8E-05	-4.42021640338319	0	0	60	
	E03	FAM		Std	saltru_std5		NaN	0	0	3.8E-05	-4.42021640338319	0	0	60	
	E04	FAM		Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	60	
	E05	FAM		Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	60	
	E06	FAM		Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	60	
	E07	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	60	
	E08	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	60	
	E09	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	60	
	F01	FAM		Std	saltru_std6		NaN	0	0	3.8E-06	-5.42021640338319	0	0	60	
	F02	FAM		Std	saltru_std6		NaN	0	0	3.8E-06	-5.42021640338319	0	0	60	
	F03	FAM		Std	saltru_std6		NaN	0	0	3.8E-06	-5.42021640338319	0	0	60	
	F04	FAM		Unkn	579		31.8334135427374	31.8334135427374	0	0.00223999429877526	-2.64975308702905	0.00223999429877526	0	60	
	F05	FAM		Unkn	579		31.0642466337317	31.0642466337317	0	0.00381951172206154	-2.41799215278676	0.00381951172206154	0	60	
	F06	FAM		Unkn	579		33.0298801504831	33.0298801504831	0	0.000976639981564467	-3.01026550059521	0.000976639981564467	0	60	
	F07	FAM		Unkn	580		31.7535854590932	31.7535854590932	0	0.00236755594687435	-2.62569974954466	0.00236755594687435	0	60	
	F08	FAM		Unkn	580		31.6525957494758	31.6525957494758	0	0.00253939281793115	-2.59527011304346	0.00253939281793115	0	60	
	F09	FAM		Unkn	580		31.8101997717412	31.8101997717412	0	0.00227636318089214	-2.64275844751666	0.00227636318089214	0	60	
	G04	FAM		Unkn	582		32.0638971577627	32.0638971577627	0	0.00190896919473313	-2.71920107981239	0.00190896919473313	0	60	
	G05	FAM		Unkn	582		32.6706407372273	32.6706407372273	0	0.00125307898398343	-2.90202155372487	0.00125307898398343	0	60	
	G06	FAM		Unkn	582		30.7617646752696	30.7617646752696	0	0.00471139986704157	-2.32685003465373	0.00471139986704157	0	60	
	G07	FAM		Unkn	583		32.999594212109	32.999594212109	0	0.000997378687097676	-3.00113991642121	0.000997378687097676	0	60	
	G08	FAM		Unkn	583		33.6599696611654	33.6599696611654	0	0.000630782395673245	-3.20012043577537	0.000630782395673245	0	60	
	G09	FAM		Unkn	583		31.7027216934008	31.7027216934008	0	0.00245259719259316	-2.61037377319551	0.00245259719259316	0	60	
	H01	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	60	
	H02	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	60	
	H03	FAM		Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	60	
	H04	FAM		Unkn	586		30.142712083226	30.142712083226	0	0.00723901238908677	-2.14032068010488	0.00723901238908677	0	60	
	H05	FAM		Unkn	586		29.7305996697882	29.7305996697882	0	0.00963506511581942	-2.01614534594413	0.00963506511581942	0	60	
	H06	FAM		Unkn	586		27.7004022853493	27.7004022853493	0	0.0394077839833697	-1.4044179861152	0.0394077839833697	0	60	
	H07	FAM		Unkn	587		NaN	0	0	NaN	NaN	0	0	60	
	H08	FAM		Unkn	587		30.0322158115665	30.0322158115665	0	0.00781579966168412	-2.10702658119053	0.00781579966168412	0	60	
	H09	FAM		Unkn	587		44.1087439710651	44.1087439710651	0	4.48244725498566E-07	-6.34848481208445	4.48244725498566E-07	0	60	
