	Well	Fluor	Target	Content	Sample	Cq	SQ
	G10	FAM		Unkn	547	31.7812522788449	0.000781874664368217
	G11	FAM		Unkn	547	33.2560121377748	0.000299953500079972
	G12	FAM		Unkn	547	32.8874921857328	0.000381089312118925
	H01	FAM		Neg Ctrl	NC MM	NaN	NaN
	H02	FAM		Neg Ctrl	NC MM	NaN	NaN
	H03	FAM		Neg Ctrl	NC MM	NaN	NaN
	H04	FAM		Unkn	544	32.1045891862201	0.00063374140184922
	H05	FAM		Unkn	544	31.132094390732	0.00119203253365973
	H06	FAM		Unkn	544	31.8418057441225	0.000751714302419488
	H07	FAM		Unkn	544	31.7007907977352	0.000823831209814795
	H08	FAM		Unkn	544	31.0688466931512	0.00124203140269869
	H09	FAM		Unkn	544	31.6339789951667	0.000860375968891331
	H10	FAM		Unkn	547	33.1421022589919	0.000322992203473742
	H11	FAM		Unkn	547	32.8074139782291	0.000401439158445055
	H12	FAM		Unkn	547	32.4242910503542	0.000514887794827131
