	Data Set	Target	Sample	Control	Relative Quantity	Relative Quantity(lg)	Relative Quantity SD	Corrected Relative Quantity SD	SD RQ(lg)	Relative Quantity SEM	Corrected Relative Quantity SEM	SEM RQ(lg)	Relative Quantity 95% CI Low	Relative Quantity 95% CI High	Unscaled Expression	Unscaled Expression(lg)	Unscaled Expression SD	Corrected Unscaled Expression SD	SD Unscaled Expression(lg)	Unscaled Expression SEM	Corrected Unscaled Expression SEM	SEM Unscaled Expression(lg)	Expression	Expression(lg)	Expression SD	Corrected Expression SD	SD Expression(lg)	Expression SEM	Corrected Expression SEM	SEM Expression(lg)	Expression 95% CI Low	Expression 95% CI High	Wells	Mean Cq	Cq SD	Cq SEM	P-Value
	1-FAM	NA	582		7.23839275562624E-05	-13.7539710838828	2.4688545082486E-05	2.6006480145565E-05	NaN	1.42539381492735E-05	1.50148483127166E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	35.7773057018145	0.492006131091404	0.284059872228568	NaN
	1-FAM	NA	583		6.11195178261288E-05	-13.9980073124865	8.65211035579991E-06	1.11445221782967E-05	NaN	4.99529824297943E-06	6.43429287962937E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	36.0213096914249	0.204201671342782	0.117895889918727	NaN
	1-FAM	NA	585		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	586		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	587		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	589		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	590		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	592		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	593		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	595		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	nc_ext		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	nc_mm		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	nc_plt		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-FAM	NA	salsal_std0		1	0	0.0210825170688137	0.0210825170688137	NaN	0.0121719969048745	0.0121719969048745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	22.0251516193862	0.0304116246929317	0.017558159702958	NaN
	1-FAM	NA	salsal_std1		0.102584498582557	-3.2851153513466	0.00107215468572212	0.0029673544277818	NaN	0.000619008796414587	0.00171320287766085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	25.3098329826623	0.0150762340003993	0.00870426775849632	NaN
	1-FAM	NA	salsal_std2		0.00932658332639079	-6.74443561953788	0.000510156332371639	0.000725933376231338	NaN	0.000294538895823558	0.000419117830180897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	28.7686962490233	0.0789037908078756	0.0455551248630089	NaN
	1-FAM	NA	salsal_std3		0.00080537240786005	-10.2780563332968	2.95645760156201E-05	7.41142308296934E-05	NaN	1.70691159210954E-05	4.27898711203056E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	32.3018501453128	0.0529531829675856	0.0305725344407831	NaN
	1-FAM	NA	salsal_std4		0.000108610930220383	-13.1685430813681	3.64850127212854E-05	3.83281735257256E-05	NaN	2.1064631916021E-05	2.21287813026244E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	35.1919550386751	0.484571793178039	0.279767655233041	NaN
	1-FAM	NA	salsal_std5		1.04735853033109E-05	-16.5428850862384	0	1.42254513230896E-06	NaN	0	1.42254513230896E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	38.5658512679731	0	0	NaN
