	Data Set	Target	Sample	Control	Relative Quantity	Relative Quantity(lg)	Relative Quantity SD	Corrected Relative Quantity SD	SD RQ(lg)	Relative Quantity SEM	Corrected Relative Quantity SEM	SEM RQ(lg)	Relative Quantity 95% CI Low	Relative Quantity 95% CI High	Unscaled Expression	Unscaled Expression(lg)	Unscaled Expression SD	Corrected Unscaled Expression SD	SD Unscaled Expression(lg)	Unscaled Expression SEM	Corrected Unscaled Expression SEM	SEM Unscaled Expression(lg)	Expression	Expression(lg)	Expression SD	Corrected Expression SD	SD Expression(lg)	Expression SEM	Corrected Expression SEM	SEM Expression(lg)	Expression 95% CI Low	Expression 95% CI High	Wells	Mean Cq	Cq SD	Cq SEM	P-Value
	1-SYBR	NA	577		0.00560056673204035	-7.48021146103928	0.00037944275793479	0.000569029390876132	NaN	0.000268306547207815	0.000402364540982964	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	31.7580990554463	0.0974575691687608	0.0689129080371877	NaN
	1-SYBR	NA	578		0.00273996896708478	-8.51162473136184	0.00161646426417563	0.00163361029077341	NaN	0.00114301284274431	0.001155136914422	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	32.7864928767793	0.848636577865363	0.600076678971543	NaN
	1-SYBR	NA	579		0.0040803641873024	-7.9370863609538	7.68007888016511E-05	0.000336692413695605	NaN	5.43063585621233E-05	0.000238077488898229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	32.213636460009	0.0270749732527535	0.0191448971874664	NaN
	1-SYBR	NA	580		0.00326215186840689	-8.2599603368559	0.00093469096031562	0.000973671161847595	NaN	0.000660926316352941	0.000688489481188219	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	32.5355652265286	0.412159343660495	0.291440666831733	NaN
	1-SYBR	NA	581		0.001608409056411	-9.28014992005726	0.000305352828456216	0.000340686181612905	NaN	0.000215917055655883	0.000240901509275037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	33.5527682179391	0.273090580256736	0.193104201177707	NaN
	1-SYBR	NA	582		0.000616229557083877	-10.6642444975038	0.000327591501800023	0.000334276700397751	NaN	0.000231642172381881	0.000236369321643913	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	34.9328108764375	0.764700518572211	0.54072492225928	NaN
	1-SYBR	NA	583		0.00069876675052418	-10.4829014175385	0.00037266699174199	0.000379971344253412	NaN	0.000263515356985152	0.000268680314178156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	34.75199867599	0.767167115833292	0.542469069909046	NaN
	1-SYBR	NA	584		0.000780053163557517	-10.3241399271296	0.000513627460929464	0.000520055954498213	NaN	0.000363189460626853	0.000367735092022129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	34.593701957788	0.947164288993101	0.669746291644756	NaN
	1-SYBR	NA	585		0.000177823679937687	-12.4572649257197	0	2.24224255422095E-05	NaN	0	2.24224255422095E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	36.7205822605739	0	0	NaN
	1-SYBR	NA	586		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-SYBR	NA	587		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-SYBR	NA	588		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-SYBR	NA	nc_mm		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-SYBR	NA	nc_plt		0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN
	1-SYBR	NA	salsal_std1		1	0	0.0706492587301984	0.0706492587301984	NaN	0.0407893685459275	0.0407893685459275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	24.2997858165722	0.101626950113886	0.0586743470051725	NaN
	1-SYBR	NA	salsal_std2		0.0851096632211635	-3.55453324717257	0.00657150110554401	0.00724993915607704	NaN	0.00379405793226576	0.00418575432336949	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	27.8439132137036	0.111067499902497	0.0641248509669252	NaN
	1-SYBR	NA	salsal_std3		0.00978292297722294	-6.67551870141695	0.000350428058021214	0.0007481751630603	NaN	0.000247790056144833	0.000529039731315289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	30.955762023455	0.0515266040540744	0.0364348111381503	NaN
	1-SYBR	NA	salsal_std4		0.000992233824048616	-9.977032241755	0	0.000100204147999449	NaN	0	0.000100204147999449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	34.2476104256664	0	0	NaN
