	Well	Fluor	Target	Content	Sample	Biological Set Name	Cq	Cq Mean	Cq Std. Dev	Starting Quantity (SQ)	Log Starting Quantity	SQ Mean	SQ Std. Dev	Set Point	Well Note
	D12	SYBR	NA	Unkn	578		32.1864161978078	32.1864161978078	0	0.00238311794782208	-2.62285446255466	0.00238311794782208	0	64	
	E04	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	E05	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	E06	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	E07	SYBR	NA	Unkn	579		32.2327813571964	32.2327813571964	0	0.00230752945784251	-2.63685274607809	0.00230752945784251	0	64	
	E08	SYBR	NA	Unkn	579		32.1944915628215	32.1944915628215	0	0.00236977696101858	-2.62529252705196	0.00236977696101858	0	64	
	E09	SYBR	NA	Unkn	580		32.2441245596969	32.2441245596969	0	0.00228940477371222	-2.64027741595432	0.00228940477371222	0	64	
	E10	SYBR	NA	Unkn	580		32.8270058933603	32.8270058933603	0	0.00152666109990915	-2.81625736030737	0.00152666109990915	0	64	
	E11	SYBR	NA	Unkn	581		33.7458724191168	33.7458724191168	0	0.000805979720056489	-3.09367588571149	0.000805979720056489	0	64	
	E12	SYBR	NA	Unkn	581		33.3596640167614	33.3596640167614	0	0.00105420671406149	-2.97707422216529	0.00105420671406149	0	64	
	F01	SYBR	NA	Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	64	
	F02	SYBR	NA	Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	64	
	F03	SYBR	NA	Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	64	
	F04	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	F05	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	F06	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	F07	SYBR	NA	Unkn	582		34.3920859541783	34.3920859541783	0	0.000514308025764033	-3.28877669847137	0.000514308025764033	0	64	
	F08	SYBR	NA	Unkn	582		35.4735357986968	35.4735357986968	0	0.000242503840748636	-3.61528137869994	0.000242503840748636	0	64	
	F09	SYBR	NA	Unkn	583		34.209529606081	34.209529606081	0	0.00058390149933226	-3.23366040957336	0.00058390149933226	0	64	
	F10	SYBR	NA	Unkn	583		35.2944677458991	35.2944677458991	0	0.000274651354738759	-3.56121825444668	0.000274651354738759	0	64	
	F11	SYBR	NA	Unkn	584		35.2634482494327	35.2634482494327	0	0.00028063831297797	-3.55185303901303	0.00028063831297797	0	64	
	F12	SYBR	NA	Unkn	584		33.9239556661432	33.9239556661432	0	0.000712128417312156	-3.14744168346821	0.000712128417312156	0	64	
	G01	SYBR	NA	Neg Ctrl	585		NaN	0	0	NaN	NaN	0	0	64	
	G02	SYBR	NA	Neg Ctrl	585		36.7205822605739	36.7205822605739	0	0.000101910288180436	-3.99178197031693	0.000101910288180436	0	64	
	G03	SYBR	NA	Neg Ctrl	585		NaN	0	0	NaN	NaN	0	0	64	
	G04	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	G05	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	G06	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	G07	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	G08	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	G09	SYBR	NA	Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	64	
	G10	SYBR	NA	Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	64	
	G11	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	G12	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	H01	SYBR	NA	Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	64	
	H02	SYBR	NA	Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	64	
	H03	SYBR	NA	Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	64	
	H04	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	H05	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	H06	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	H07	SYBR	NA	Unkn	586		NaN	0	0	NaN	NaN	0	0	64	
	H08	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	H09	SYBR	NA	Unkn	587		NaN	0	0	NaN	NaN	0	0	64	
	H10	SYBR		Unkn			NaN	0	0	NaN	NaN	0	0	64	
	H11	SYBR	NA	Unkn	588		NaN	0	0	NaN	NaN	0	0	64	
	H12	SYBR	NA	Unkn	588		NaN	0	0	NaN	NaN	0	0	64	
