	Well	Fluor	Target	Content	Sample	End RFU	Call	Sample Type	CallType	Is Control
	F04	FAM	NA	Unkn	579	12317.061997658	(+) Positive	Unknown	Positive	False
	F05	FAM	NA	Unkn	579	13377.2832914864	(+) Positive	Unknown	Positive	False
	F06	FAM	NA	Unkn	579	12368.9202688718	(+) Positive	Unknown	Positive	False
	F07	FAM	NA	Unkn	580	12407.1324425269	(+) Positive	Unknown	Positive	False
	F08	FAM	NA	Unkn	580	12555.6640049371	(+) Positive	Unknown	Positive	False
	F09	FAM	NA	Unkn	580	12373.8545630729	(+) Positive	Unknown	Positive	False
	G01	FAM	NA	Neg Ctrl	nc_ext	18.1837780194324		ControlNegative	Negative	True
	G02	FAM	NA	Neg Ctrl	nc_ext	15.8271367665728		ControlNegative	Negative	True
	G03	FAM	NA	Neg Ctrl	nc_ext	29.6257361457898		ControlNegative	Negative	True
	G04	FAM	NA	Unkn	582	9010.30381565468	(+) Positive	Unknown	Positive	False
	G05	FAM	NA	Unkn	582	10052.5590519534	(+) Positive	Unknown	Positive	False
	G06	FAM	NA	Unkn	582	8357.15360601941	(+) Positive	Unknown	Positive	False
	G07	FAM	NA	Unkn	583	9843.31522785527	(+) Positive	Unknown	Positive	False
	G08	FAM	NA	Unkn	583	9236.69390967675	(+) Positive	Unknown	Positive	False
	G09	FAM	NA	Unkn	583	8700.04871268976	(+) Positive	Unknown	Positive	False
	H01	FAM	NA	Neg Ctrl	nc_mm	23.8165425291672		ControlNegative	Negative	True
	H02	FAM	NA	Neg Ctrl	nc_mm	19.110711939385		ControlNegative	Negative	True
	H03	FAM	NA	Neg Ctrl	nc_mm	7.88974801700806		ControlNegative	Negative	True
	H04	FAM	NA	Unkn	586	23.0871678806878		Unknown	NoCall	False
	H05	FAM	NA	Unkn	586	22.6419045111938		Unknown	NoCall	False
	H06	FAM	NA	Unkn	586	19.796190966729		Unknown	NoCall	False
	H07	FAM	NA	Unkn	587	22.2519335850027		Unknown	NoCall	False
	H08	FAM	NA	Unkn	587	12.6416867767475		Unknown	NoCall	False
	H09	FAM	NA	Unkn	587	15.2623009156436		Unknown	NoCall	False
